Application,General_Name,Category,Approved,PO_number,Quantity,PO_Order_Date,Term_Start_date,Term_End_date,Unit_Price,Total_Amount
Microsoft Visual C++ 2022 X64 Minimum Runtime - 14.36.32543,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual C++ 2022 X64 Minimum Runtime - 14.38.33130,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual C++ 2022 X86 Additional Runtime - 14.30.30704,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual C++ 2022 X86 Additional Runtime - 14.30.30708,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual C++ 2022 X86 Additional Runtime - 14.31.31103,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual C++ 2022 X86 Additional Runtime - 14.32.31326,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual C++ 2022 X86 Additional Runtime - 14.32.31332,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual C++ 2022 X86 Additional Runtime - 14.34.31931,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual C++ 2022 X86 Additional Runtime - 14.34.31938,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual C++ 2022 X86 Additional Runtime - 14.36.32532,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual C++ 2022 X86 Additional Runtime - 14.36.32543,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual C++ 2022 X86 Additional Runtime - 14.38.33130,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual C++ 2022 X86 Debug Runtime - 14.30.30708,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual C++ 2022 X86 Debug Runtime - 14.31.31103,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual C++ 2022 X86 Debug Runtime - 14.32.31326,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual C++ 2022 X86 Debug Runtime - 14.34.31938,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual C++ 2022 X86 Debug Runtime - 14.36.32532,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual C++ 2022 X86 Debug Runtime - 14.36.32543,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual C++ 2022 X86 Debug Runtime - 14.38.33130,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual C++ 2022 X86 Minimum Runtime - 14.30.30704,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual C++ 2022 X86 Minimum Runtime - 14.30.30708,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual C++ 2022 X86 Minimum Runtime - 14.31.31103,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual C++ 2022 X86 Minimum Runtime - 14.32.31326,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual C++ 2022 X86 Minimum Runtime - 14.32.31332,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual C++ 2022 X86 Minimum Runtime - 14.34.31931,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual C++ 2022 X86 Minimum Runtime - 14.34.31938,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual C++ 2022 X86 Minimum Runtime - 14.36.32532,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual C++ 2022 X86 Minimum Runtime - 14.36.32543,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual C++ 2022 X86 Minimum Runtime - 14.38.33130,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual C++ Compilers 2010 Standard - enu - x64,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual C++ Compilers 2010 Standard - enu - x86,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual F# 2.0 Runtime,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual J# 2.0 Redistributable Package,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual J# 2.0 Redistributable Package - SE (x64),Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio 2005 Premier Partner Edition - ENU,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio 2005 Tools for Office Runtime,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio 2008 Professional Edition - ENU,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio 2008 Professional Edition - ENU Service Pack 1 (KB945140),Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio 2008 Remote Debugger - ENU,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio 2008 Remote Debugger - ENU Service Pack 1 (KB945140),Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio 2008 Shell (integrated mode) - ENU,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio 2010 ADO.NET Entity Framework Tools,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio 2010 Office Developer Tools (x64),Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio 2010 Professional - ENU,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio 2010 Service Pack 1,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio 2010 SharePoint Developer Tools,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio 2010 Shell (Isolated) - ENU,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio 2010 Tools for Office Runtime (x64),Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio 2012 Shell (Isolated),Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio 2012 Shell (Isolated) Resources,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio 2012 Shell (Minimum),Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio 2012 Shell (Minimum) Interop Assemblies,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio 2012 Shell (Minimum) Resources,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio 2013 Shell (Isolated),Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio 2013 Shell (Isolated) Resources,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio 2013 Shell (Minimum),Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio 2013 Shell (Minimum) Interop Assemblies,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio 2013 Shell (Minimum) Resources,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio 2015 Devenv,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio 2015 Devenv Resources,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio 2015 Diagnostic Tools - amd64,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio 2015 Express Prerequisites x64 - ENU,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio 2015 Performance Collection Tools,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio 2015 Performance Collection Tools - ENU,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio 2015 Preparation,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio 2015 Profiling Tools,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio 2015 SDK - ENU,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio 2015 Shell (Integrated),Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio 2015 Shell (Isolated),Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio 2015 Shell (Isolated) Resources,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio 2015 Shell (Minimum),Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio 2015 Shell (Minimum) Interop Assemblies,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio 2015 Shell (Minimum) Resources,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio 2015 Test Tools Language Pack - ENU,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio 2015 Update 3 Diagnostic Tools - amd64,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio 2015 Update 3 Diagnostic Tools - ENU,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio 2015 Update 3 Diagnostic Tools - x86,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio 2015 Update 3 Performance Debugger Web Views,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio 2015 Update 3.1 Team Explorer Language Pack - ENU,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio 2015 Windows Diagnostic Tools,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio 2015 Windows Diagnostic Tools - ENU,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio 2015 XAML Application Timeline,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio 2015 XAML Application Timeline - ENU,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio 2015 XAML Designer,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio 2015 XAML Designer - ENU,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio 2015 XAML Visual Diagnostics,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio 2015 XAML Visual Diagnostics - ENU,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio 2019 Diagnostic Tools - amd64,Microsoft Visual Studio 2019,Licensed,YES,11687497,187,2019-04-05,1900-01-00,1900-01-00,358,64440
Microsoft Visual Studio 2019 Performance Collection Tools,Microsoft Visual Studio 2019,Licensed,YES,11687497,187,2019-04-05,1900-01-00,1900-01-00,358,64440
Microsoft Visual Studio 2019 Performance Collection Tools - ENU,Microsoft Visual Studio 2019,Licensed,YES,11687497,187,2019-04-05,1900-01-00,1900-01-00,358,64440
Microsoft Visual Studio 2019 Remote Debugger,Microsoft Visual Studio 2019,Licensed,YES,11687497,187,2019-04-05,1900-01-00,1900-01-00,358,64440
Microsoft Visual Studio 2019 Tools for Unity,Microsoft Visual Studio 2019,Licensed,YES,11687497,187,2019-04-05,1900-01-00,1900-01-00,358,64440
Microsoft Visual Studio 2019 VsGraphics Remote Dependencies,Microsoft Visual Studio 2019,Licensed,YES,11687497,187,2019-04-05,1900-01-00,1900-01-00,358,64440
Microsoft Visual Studio 2019 VsGraphics Remote Dependencies- ENU,Microsoft Visual Studio 2019,Licensed,YES,11687497,187,2019-04-05,1900-01-00,1900-01-00,358,64440
Microsoft Visual Studio Code,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio Code Insiders,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio Community 2015,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio Community 2015 - ENU,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio Community 2015 with Updates,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio Connected Services,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio Express 2015 for Web - ENU,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio Installer,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio Macro Tools,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio Services Hub,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio Setup Configuration,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio Setup WMI Provider,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio Team Foundation Server 2015 Update 3 CTP1 Office Integration (x64),Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio Team Foundation Server 2015 Update 3 CTP1 Office Integration Language Pack (x64) - ENU,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio Team Foundation Server 2015 Update 3 CTP1 Storyboarding (x64),Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio Team Foundation Server 2015 Update 3 CTP1 Storyboarding Language Pack (x64) - ENU,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio Team Foundation Server 2017 RC Office Integration (x64),Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio Team Foundation Server 2017 RC Office Integration Language Pack (x64) - ENU,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio Team Foundation Server 2017 Update 9 Office Integration (x64),Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio Team Foundation Server 2017 Update 9 Office Integration Language Pack (x64) - ENU,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio Tools for Applications 2.0 - ENU,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio Tools for Applications 2015,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio Tools for Applications 2015 Design-Time,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio Tools for Applications 2015 Finalizer,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio Tools for Applications 2015 Language Support,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio Tools for Applications 2015 Language Support - ENU Language Pack,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio Tools for Applications 2015 Language Support Finalizer,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio Tools for Applications 2015 x64 Hosting Support,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio Tools for Applications 2015 x86 Hosting Support,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio Tools for Applications 2017,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio Tools for Applications 2017 x64 Hosting Support,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio Tools for Applications 2017 x86 Hosting Support,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio Tools for Applications 2019,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio Tools for Applications 2019 x64 Hosting Support,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio Tools for Applications 2019 x86 Hosting Support,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio Tools for Applications Design-Time 3.0,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio Tools for Applications x86 Runtime 3.0,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio Ultimate 2012 XAML UI Designer Core,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio Ultimate 2012 XAML UI Designer enu Resources,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio Ultimate 2013 XAML UI Designer Core,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio Ultimate 2013 XAML UI Designer enu Resources,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft Visual Studio Web Authoring Component,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft VisualStudio JavaScript Language Service,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft VisualStudio JavaScript Project System,Microsoft Visual Studio components,Licensed,YES,,,,,,,
Microsoft VSS Writer for SQL Server 2012,SQL Server,Freeware,,,,,,,,
Microsoft VSS Writer for SQL Server 2014,SQL Server,Freeware,,,,,,,,
Microsoft VSS Writer for SQL Server 2016,SQL Server,Freeware,,,,,,,,
Microsoft VSS Writer for SQL Server 2017,SQL Server,Freeware,,,,,,,,
Microsoft VSS Writer for SQL Server 2019,SQL Server,Freeware,,,,,,,,
Microsoft VSS Writer for SQL Server 2022,SQL Server,Freeware,,,,,,,,
Microsoft Web Deploy 3.6,Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft Web Deploy 4.0,Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft Web Platform Installer 5.1,Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft Web Publishing Wizard 1.53,Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft Windows Communication Foundation Diagnostic Pack for x86,Microsoft Windows Drivers / Tools,Image,,,,,,,,
Microsoft Windows Desktop Runtime - 3.0.2 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 3.0.3 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 3.0.3 (x86),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 3.1.0 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 3.1.0 (x86),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 3.1.1 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 3.1.1 (x86),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 3.1.16 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 3.1.16 (x86),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 3.1.17 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 3.1.17 (x86),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 3.1.18 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 3.1.18 (x86),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 3.1.22 (x86),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 3.1.23 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 3.1.23 (x86),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 3.1.24 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 3.1.24 (x86),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 3.1.25 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 3.1.25 (x86),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 3.1.27 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 3.1.27 (x86),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 3.1.28 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 3.1.28 (x86),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 3.1.29 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 3.1.29 (x86),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 3.1.31 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 3.1.31 (x86),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 3.1.32 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 3.1.32 (x86),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 3.1.9 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 3.1.9 (x86),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 5.0.0 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 5.0.0 (x86),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 5.0.12 (x86),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 5.0.12 (x86)ﰰ鳽ఀ耀Win32Reg_AddRemovePrograms.ProdID=,Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 5.0.13 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 5.0.15 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 5.0.15 (x86),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 5.0.16 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 5.0.16 (x86),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 5.0.17 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 5.0.17 (x86),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 5.0.6 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 5.0.6 (x86),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 5.0.7 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 5.0.7 (x86),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 5.0.8 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 5.0.8 (x86),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 5.0.9 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 5.0.9 (x86),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 6.0.1 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 6.0.1 (x86),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 6.0.10 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 6.0.10 (x86),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 6.0.11 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 6.0.11 (x86),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 6.0.12 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 6.0.12 (x86),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 6.0.13 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 6.0.13 (x86),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 6.0.14 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 6.0.14 (x86),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 6.0.15 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 6.0.15 (x86),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 6.0.16 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 6.0.16 (x86),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 6.0.18 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 6.0.2 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 6.0.2 (x86),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 6.0.20 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 6.0.20 (x86),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 6.0.21 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 6.0.21 (x86),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 6.0.22 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 6.0.23 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 6.0.23 (x86),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 6.0.24 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 6.0.25 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 6.0.25 (x86),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 6.0.3 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 6.0.3 (x86),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 6.0.5 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 6.0.5 (x86),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 6.0.6 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 6.0.7 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 6.0.7 (x86),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 6.0.8 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 6.0.8 (x86),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 6.0.9 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 6.0.9 (x86),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 7.0.10 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 7.0.10 (x86),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 7.0.11 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 7.0.12 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 7.0.12 (x86),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 7.0.13 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 7.0.14 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 7.0.14 (x86),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 7.0.15 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 7.0.2 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 7.0.3 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 7.0.3 (x86),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 7.0.4 (x64),Microsoft .NET,Freeware,,,,,,,,
Microsoft Windows Desktop Runtime - 7.0.4 (x86),Microsoft .NET,Freeware,,,,,,,,
