Application,General_Name,Category,Approved,PO_number,Quantity,PO_Order_Date,Term_Start_date,Term_End_date,Unit_Price,Total_Amount
Git version 2.21.0,Git,Freeware,,,,,,,,
Git version 2.22.0.windows.1,Git,Freeware,,,,,,,,
Git version 2.23.0.windows.1,Git,Freeware,,,,,,,,
Git version 2.24.0,Git,Freeware,,,,,,,,
Git version 2.25.1,Git,Freeware,,,,,,,,
Git version 2.26.2,Git,Freeware,,,,,,,,
Git version 2.27.0,Git,Freeware,,,,,,,,
Git version 2.28.0,Git,Freeware,,,,,,,,
Git version 2.29.2.2,Git,Freeware,,,,,,,,
Git version 2.30.1,Git,Freeware,,,,,,,,
Git version 2.32.0,Git,Freeware,,,,,,,,
Git version 2.32.0.2,Git,Freeware,,,,,,,,
GitHub Desktop Deployment Tool,GitHub Desktop Deployment Tool,Freeware,,,,,,,,
GK Software Device Manager,GK Software Device Manager,Licensed,NO,,,,,,,
GK6XPlus Driver,Miscellaneous Drivers,Freeware,,,,,,,,
GlobalHooksDispatcher,GlobalHooksDispatcher,Freeware,,,,,,,,
GlobalMeet Softphone for WebEx,GlobalMeet Softphone for WebEx,Freeware,,,,,,,,
GNU Privacy Guard,GNU Privacy Guard,Freeware,,,,,,,,
GnuPG 1.2.3-nr1,GnuPG 1.2.3-nr1,Freeware,,,,,,,,
GnuWin32: OpenSSL-0.9.8h-1,GnuWin32: OpenSSL-0.9.8h-1,Freeware,,,,,,,,
Go Programming Language amd64 go1.20.2,Go Programming Language,Freeware,,,,,,,,
GoldWave v6.55,GoldWave,Freeware,,,,,,,,
GoldWave v6.66,GoldWave,Freeware,,,,,,,,
Google Chrome,Google Softwares,Image,,,,,,,,
Google Chrome Dev,Google Softwares,Image,,,,,,,,
Google Drive,Google Softwares,Image,,,,,,,,
Google Earth Pro,Google Softwares,Image,,,,,,,,
Google Legacy Browser Support,Google Softwares,Image,,,,,,,,
Google Toolbar for Internet Explorer,Google Softwares,Image,,,,,,,,
Google Update Helper,Google Softwares,Image,,,,,,,,
GoTo Opener,GoTo Opener,Freeware,,,,,,,,
GPBaseService2,HP Software,Image,,,,,,,,
Gpg4win (3.1.11),Gpg4win,Freeware,,,,,,,,
Gpg4win (4.0.4),Gpg4win,Freeware,,,,,,,,
GPL Ghostscript,GPL Ghostscript,Freeware,,,,,,,,
Grace Technologies GraceSense EtherNet/IP Module Profile,Grace Technologies GraceSense EtherNet/IP Module Profile,Freeware,,,,,,,,
Gradle 7.5.1,Gradle,Freeware,,,,,,,,
GrafanaEnterprise,GrafanaEnterprise,Freeware,,,,,,,,
Grammarly for Microsoft® Office Suite,Grammarly for Microsoft® Office Suite,Freeware,,,,,,,,
GraphDataSetComponents,GraphDataSetComponents,Freeware,,,,,,,,
Graphic Terminals - DesignStation,Rockwell Automation,Licensed,NO,,,,,,,
Greenshot 1.2.10.6,Greenshot,Freeware,,,,,,,,
GSKit8 SSL 32-bit,IBM Informix Client,Licensed,YES,12149463,15,2023-05-30,2023-06-01,2026-03-31,9270.85,9270.85
GSKit8 SSL 64-bit,IBM Informix Client,Licensed,YES,12149463,15,2023-05-30,2023-06-01,2026-03-31,9270.85,9270.85
GSTSigner,GSTSigner,Freeware,,,,,,,,
Guardmaster 440C Safety Relay,Rockwell Automation,Licensed,NO,,,,,,,
GX Developer,GX Developer,Licensed,NO,,,,,,,
GX Developer-FX,GX Developer-FX,Licensed,NO,,,,,,,
Hancom Office Viewer 2010,Hancom Office Viewer 2010,Freeware,,,,,,,,
HandBrake,HandBrake,Freeware,,,,,,,,
Hardy Instruments 1734 Specialty Module Profiles,Hardy Instruments Specialty Module Profiles,Freeware,,,,,,,,
Hardy Instruments 1756 Specialty Module Profiles,Hardy Instruments Specialty Module Profiles,Freeware,,,,,,,,
Hardy Instruments 1769 Specialty Module Profiles,Hardy Instruments Specialty Module Profiles,Freeware,,,,,,,,
Hardy Process Solutions 1734 Specialty Module Profiles,Hardy Instruments Specialty Module Profiles,Freeware,,,,,,,,
Harmony CXP,Harmony CXP,Freeware,,,,,,,,
Haroopad,Haroopad,Freeware,,,,,,,,
HASP Device Drivers,Miscellaneous Drivers,Freeware,,,,,,,,
HDP5000 Card Printer,HID Card Printer,Licensed,NO,,,,,,,
HDP5000 Card Printer Driver,HID Card Printer,Licensed,NO,,,,,,,
HDP5000 Card Printer Driver (64bit),HID Card Printer,Licensed,NO,,,,,,,
Helm 1756 Module Profiles,Helm Module Profiles,Freeware,,,,,,,,
HID Global xchip driver,Miscellaneous Drivers,Freeware,,,,,,,,
HID OMNIKEY 3x21 PC/SC Driver,Miscellaneous Drivers,Freeware,,,,,,,,
HID OMNIKEY 3x2x PC/SC Driver,Miscellaneous Drivers,Freeware,,,,,,,,
"HID OMNIKEY 5x21, 5x25, 6321,4121 PC/SC Driver",Miscellaneous Drivers,Freeware,,,,,,,,
HighfiveApp,HighfiveApp,Licensed,YES,,,,,,,
HipChat,HipChat,Freeware,,,,,,,,
Hirschmann HiDiscovery 02.3.00 (32-bit),Hirschmann HiDiscovery,Freeware,,,,,,,,
Hirschmann HiDiscovery 1.1,Hirschmann HiDiscovery,Freeware,,,,,,,,
HL-2270DW,Brother Printer Software,Freeware,,,,,,,,
HL-5470DW,Brother Printer Software,Freeware,,,,,,,,
HMS Anybus Gateway Module Profile,HMS Anybus Gateway,Licensed,NO,,,,,,,
HMS EtherNet_IP Linking Device Module Profile,Rockwell Automation,Licensed,NO,,,,,,,
Hoffman 1756 Comm Module Profiles,Hoffman 1756 Comm Module Profiles,Freeware,,,,,,,,
Honeywell EZConfig for Mobility,Honeywell,Licensed,YES,,,,,,,
Honeywell Software Downloader Setup,Honeywell,Licensed,YES,,,,,,,
Honeywell SoftWedge,Honeywell,Licensed,YES,,,,,,,
Hortonworks Hive ODBC Driver,Hortonworks Hive ODBC Driver,Freeware,,,,,,,,
Hotfix 2841 for SQL Server 2008 (KB2494100) (64-bit),SQL Server,Freeware,,,,,,,,
Hotfix 3310 for SQL Server Database Services 2005 ENU (KB960090),SQL Server,Freeware,,,,,,,,
Hotfix 3310 for SQL Server Tools and Workstation Components 2005 ENU (KB960090),SQL Server,Freeware,,,,,,,,
Hotfix 6404 for Microsoft SQL Server 2016 (KB5006943) (64-bit),SQL Server,Freeware,,,,,,,,
Hotfix 6419 for Microsoft SQL Server 2016 (KB5014355) (64-bit),SQL Server,Freeware,,,,,,,,
Hotfix 6430 for Microsoft SQL Server 2016 (KB5021129) (64-bit),SQL Server,Freeware,,,,,,,,
Hotfix 6435 for Microsoft SQL Server 2016 (KB5029186) (64-bit),SQL Server,Freeware,,,,,,,,
Hotfix for Microsoft Visual C++ 2010 x64 Redistributable (KB2151757),Microsoft Visual Studio components,Licensed,YES,,,,,,,
Hotfix for Microsoft Visual C++ 2010 x64 Redistributable (KB2467173),Microsoft Visual Studio components,Licensed,YES,,,,,,,
Hotfix for Microsoft Visual C++ 2010 x64 Redistributable (KB2565063),Microsoft Visual Studio components,Licensed,YES,,,,,,,
Hotfix for Microsoft Visual C++ 2010 x64 Redistributable (KB982573),Microsoft Visual Studio components,Licensed,YES,,,,,,,
Hotfix for Microsoft Visual Studio 2007 Tools for Applications - ENU (KB946040),Microsoft Visual Studio components,Licensed,YES,,,,,,,
Hotfix for Microsoft Visual Studio 2007 Tools for Applications - ENU (KB946308),Microsoft Visual Studio components,Licensed,YES,,,,,,,
Hotfix for Microsoft Visual Studio 2007 Tools for Applications - ENU (KB946344),Microsoft Visual Studio components,Licensed,YES,,,,,,,
Hotfix for Microsoft Visual Studio 2007 Tools for Applications - ENU (KB947540),Microsoft Visual Studio components,Licensed,YES,,,,,,,
Hotfix for Microsoft Visual Studio 2007 Tools for Applications - ENU (KB947789),Microsoft Visual Studio components,Licensed,YES,,,,,,,
Hotfix for Microsoft Visual Studio 2008 Professional Edition - ENU (KB2538241),Microsoft Visual Studio components,Licensed,YES,,,,,,,
Hotfix for Microsoft Visual Studio 2008 Professional Edition - ENU (KB971092),Microsoft Visual Studio components,Licensed,YES,,,,,,,
Hotfix for Microsoft Visual Studio 2010 Professional - ENU (KB2542054),Microsoft Visual Studio components,Licensed,YES,,,,,,,
Hotfix for Microsoft Visual Studio 2010 Professional - ENU (KB2565057),Microsoft Visual Studio components,Licensed,YES,,,,,,,
Hotfix for Microsoft Visual Studio 2010 Professional - ENU (KB3002340),Microsoft Visual Studio components,Licensed,YES,,,,,,,
Hotfix for Office (KB938888),Microsoft Office / 365,Image,,,,,,,,
Hotfix for Office (KB950278),Microsoft Office / 365,Image,,,,,,,,
Hotfix for Visual C++ Standard 2010 Beta 1 - ENU (KB2280741),Microsoft Visual Studio components,Licensed,YES,,,,,,,
Hotfix for Visual C++ Standard 2010 Beta 1 - ENU (KB2284668),Microsoft Visual Studio components,Licensed,YES,,,,,,,
Hotfix for Visual C++ Standard 2010 Beta 1 - ENU (KB2295689),Microsoft Visual Studio components,Licensed,YES,,,,,,,
Hotfix for Visual C++ Standard 2010 Beta 1 - ENU (KB2420513),Microsoft Visual Studio components,Licensed,YES,,,,,,,
Hotfix for Visual C++ Standard 2010 Beta 1 - ENU (KB2452649),Microsoft Visual Studio components,Licensed,YES,,,,,,,
Hotfix for Visual C++ Standard 2010 Beta 1 - ENU (KB2455033),Microsoft Visual Studio components,Licensed,YES,,,,,,,
Hotfix for Visual C++ Standard 2010 Beta 1 - ENU (KB2485545),Microsoft Visual Studio components,Licensed,YES,,,,,,,
Hotfix for Visual C++ Standard 2010 Beta 1 - ENU (KB982517),Microsoft Visual Studio components,Licensed,YES,,,,,,,
Hotfix for Visual C++ Standard 2010 Beta 1 - ENU (KB982721),Microsoft Visual Studio components,Licensed,YES,,,,,,,
Hotfix for Visual C++ Standard 2010 Beta 1 - ENU (KB983233),Microsoft Visual Studio components,Licensed,YES,,,,,,,
HotFolder,PDFCreator Professional,Licensed,YES,12258874,10,2024-07-12,2024-08-30,2025-08-30,19.65,196.5
HowToGuide,HowToGuide,Freeware,,,,,,,,
HP ALM Microsoft Excel Addin,HP Software,Image,,,,,,,,
HP Applications Center,HP Software,Image,,,,,,,,
HP Assess and Respond,HP Software,Image,,,,,,,,
HP Asset Manager 5.22 (en),HP Software,Image,,,,,,,,
HP Business Slim Keyboard,HP Software,Image,,,,,,,,
HP Client Security Manager,HP Software,Image,,,,,,,,
HP CLJM477 Scan HP Scan,HP Software,Image,,,,,,,,
HP Collaboration Keyboard,HP Software,Image,,,,,,,,
HP Collaboration Keyboard For Cisco UCC,HP Software,Image,,,,,,,,
HP Collaboration Keyboard for Skype for Business,HP Software,Image,,,,,,,,
HP Collaboration Keyboard Runtime,HP Software,Image,,,,,,,,
HP Color LaserJet 3600 (02/27/2007 61.063.461.41),HP Software,Image,,,,,,,,
HP Color LaserJet MFP M178-M181 Help,HP Software,Image,,,,,,,,
HP Color LaserJet Pro MFP M477,HP Software,Image,,,,,,,,
HP ColorLaserJet MFP M178-M181 Basic Device Software,HP Software,Image,,,,,,,,
HP Commercial Scanjet 5590 TWAIN Driver,HP Software,Image,,,,,,,,
HP Connection Optimizer,HP Software,Image,,,,,,,,
HP Customer Experience Enhancements,HP Software,Image,,,,,,,,
HP DDM Inventory Agent (x86) 9.32.000.2421,HP Software,Image,,,,,,,,
HP DesignJet Utility,HP Software,Image,,,,,,,,
HP Designjet Z3200 Photo Printer Series,HP Software,Image,,,,,,,,
HP DeskJet 2130 series Basic Device Software,HP Software,Image,,,,,,,,
HP DeskJet 2130 series Help,HP Software,Image,,,,,,,,
HP Deskjet 2540 series Basic Device Software,HP Software,Image,,,,,,,,
HP DeskJet 2600 series Basic Device Software,HP Software,Image,,,,,,,,
HP DeskJet 2600 series Help,HP Software,Image,,,,,,,,
HP Deskjet 3510 series Basic Device Software,HP Software,Image,,,,,,,,
HP Deskjet 3510 series Help,HP Software,Image,,,,,,,,
HP Deskjet 3510 series Product Improvement Study,HP Software,Image,,,,,,,,
HP DeskJet 3630 series Basic Device Software,HP Software,Image,,,,,,,,
HP DeskJet 3630 series Help,HP Software,Image,,,,,,,,
HP DeskJet 3700 series Basic Device Software,HP Software,Image,,,,,,,,
HP Device Access Manager,HP Software,Image,,,,,,,,
HP Device Manager 4.7 Service Pack 10,HP Software,Image,,,,,,,,
HP Device Manager Console,HP Software,Image,,,,,,,,
HP Display Center,HP Software,Image,,,,,,,,
HP Dock Accessory WMI Provider,HP Software,Image,,,,,,,,
HP Dock Audio,HP Software,Image,,,,,,,,
HP Documentation,HP Software,Image,,,,,,,,
HP Download Manager,HP Software,Image,,,,,,,,
HP Dropbox Plugin,HP Software,Image,,,,,,,,
HP Easy Printer Manager,HP Software,Image,,,,,,,,
HP Elite USB-C Docking Station Drivers,HP Software,Image,,,,,,,,
HP EmailSMTP Plugin,HP Software,Image,,,,,,,,
HP ENVY 4500 series Basic Device Software,HP Software,Image,,,,,,,,
HP ENVY 4510 series Basic Device Software,HP Software,Image,,,,,,,,
HP ENVY 4510 series Help,HP Software,Image,,,,,,,,
HP ENVY Photo 7100 series Basic Device Software,HP Software,Image,,,,,,,,
HP ENVY Photo 7800 series Basic Device Software,HP Software,Image,,,,,,,,
HP ENVY Photo 7800 series Help,HP Software,Image,,,,,,,,
HP ePrint SW,HP Software,Image,,,,,,,,
HP ESU for Microsoft Windows 10,HP Software,Image,,,,,,,,
HP FTP Plugin,HP Software,Image,,,,,,,,
HP Google Drive Plugin,HP Software,Image,,,,,,,,
HP Hotkey Support,HP Software,Image,,,,,,,,
HP H-Series C/C++ Cross Compiler (V03^ABR),HP Software,Image,,,,,,,,
HP H-Series COBOL Cross Compiler (V03^ABR),HP Software,Image,,,,,,,,
HP ICC Profiles_x64,HP Software,Image,,,,,,,,
HP iLO Integrated Remote Console,HP Software,Image,,,,,,,,
HP Imaging Device Functions 13.0,HP Software,Image,,,,,,,,
HP Imaging Device Functions 14.5,HP Software,Image,,,,,,,,
HP Ink Tank 110 series Basic Device Software,HP Software,Image,,,,,,,,
HP Install Network Printer Wizard,HP Software,Image,,,,,,,,
HP Instant Printing 3,HP Software,Image,,,,,,,,
HP JumpStart Apps,HP Software,Image,,,,,,,,
HP JumpStart Bridge,HP Software,Image,,,,,,,,
HP JumpStart Launch,HP Software,Image,,,,,,,,
HP Laser 103 107 108,HP Software,Image,,,,,,,,
HP LaserJet 1020 Series,HP Software,Image,,,,,,,,
HP LaserJet 200 color MFP M276,HP Software,Image,,,,,,,,
HP LaserJet 400 M401,HP Software,Image,,,,,,,,
HP LaserJet M1005 MFP,HP Software,Image,,,,,,,,
HP LaserJet M14-M17 Basic Device Software,HP Software,Image,,,,,,,,
HP LaserJet M203-M206 Basic Device Software,HP Software,Image,,,,,,,,
HP LaserJet MFP M129-M134 Basic Device Software,HP Software,Image,,,,,,,,
HP LaserJet MFP M232-M237 Basic Device Software,HP Software,Image,,,,,,,,
HP LaserJet P1500 series,HP Software,Image,,,,,,,,
HP LaserJet Pro 4001 4002 4003 4004 Basic Device Software,HP Software,Image,,,,,,,,
HP LaserJet Pro M402-M403 n-dne,HP Software,Image,,,,,,,,
HP LaserJet Pro M404-M405 Basic Device Software,HP Software,Image,,,,,,,,
HP LaserJet Pro M404-M405 Help,HP Software,Image,,,,,,,,
HP LaserJet Professional M1130-M1210 MFP Series,HP Software,Image,,,,,,,,
HP LaserJet Professional M1210 MFP Series Fax Installer,HP Software,Image,,,,,,,,
HP LaserJet Professional M1210 MFP Series Toolbox,HP Software,Image,,,,,,,,
HP LaserJet Professional P1100-P1560-P1600 Series,HP Software,Image,,,,,,,,
HP LaserJet Toolbox,HP Software,Image,,,,,,,,
HP LJ300-400 color M351-M451,HP Software,Image,,,,,,,,
HP MAC Address Manager,HP Software,Image,,,,,,,,
HP Notifications,HP Software,Image,,,,,,,,
HP OfficeJet 3830 series Basic Device Software,HP Software,Image,,,,,,,,
HP OfficeJet 3830 series Help,HP Software,Image,,,,,,,,
HP OfficeJet 4650 series Basic Device Software,HP Software,Image,,,,,,,,
HP Officejet 6500 E710n-z Basic Device Software,HP Software,Image,,,,,,,,
HP Officejet 6500 E710n-z Help,HP Software,Image,,,,,,,,
HP Officejet 6500 E710n-z Product Improvement Study,HP Software,Image,,,,,,,,
HP OfficeJet Pro 6970 Basic Device Software,HP Software,Image,,,,,,,,
HP OfficeJet Pro 7740 series Basic Device Software,HP Software,Image,,,,,,,,
HP OfficeJet Pro 8020 series Basic Device Software,HP Software,Image,,,,,,,,
HP Officejet Pro 8600 Basic Device Software,HP Software,Image,,,,,,,,
HP Officejet Pro 8600 Product Improvement Study,HP Software,Image,,,,,,,,
HP Officejet Pro 8610 Basic Device Software,HP Software,Image,,,,,,,,
HP Officejet Pro 8620 Basic Device Software,HP Software,Image,,,,,,,,
HP OfficeJet Pro 8710 Basic Device Software,HP Software,Image,,,,,,,,
HP OfficeJet Pro 9010 series Basic Device Software,HP Software,Image,,,,,,,,
HP OfficeJet Pro 9020 series Basic Device Software,HP Software,Image,,,,,,,,
HP OneDrive Plugin,HP Software,Image,,,,,,,,
HP PageWide Pro 477dn MFP Help,HP Software,Image,,,,,,,,
HP PageWide Pro 477dw MFP Basic Device Software,HP Software,Image,,,,,,,,
HP PC Hardware Diagnostics UEFI,HP Software,Image,,,,,,,,
HP PC Hardware Diagnostics Windows,HP Software,Image,,,,,,,,
HP PhoneWise Drivers,HP Software,Image,,,,,,,,
HP Photo Creations,HP Software,Image,,,,,,,,
HP Photosmart Essential 3.5,HP Software,Image,,,,,,,,
HP Port Replicator Software Installer,HP Software,Image,,,,,,,,
HP Print Preview,HP Software,Image,,,,,,,,
HP Product FWUpdater,HP Software,Image,,,,,,,,
HP Recovery Manager,HP Software,Image,,,,,,,,
HP Registration Service,HP Software,Image,,,,,,,,
HP Scan Extended,HP Software,Image,,,,,,,,
HP Scanjet 5000 Document ISIS/TWAIN,HP Software,Image,,,,,,,,
HP Scanjet 5000 TWAIN,HP Software,Image,,,,,,,,
HP Scanjet 5000 Utilities,HP Software,Image,,,,,,,,
HP ScanJet Flow 5000 s4 Basic Device Software,HP Software,Image,,,,,,,,
HP Scanjet G3010,HP Software,Image,,,,,,,,
HP Scanjet G3110,HP Software,Image,,,,,,,,
HP Scanjet N6350 Document ISIS/TWAIN,HP Software,Image,,,,,,,,
HP ScanjetPlugin,HP Software,Image,,,,,,,,
HP Security Update Service,HP Software,Image,,,,,,,,
HP SFTP Plugin,HP Software,Image,,,,,,,,
HP SharePoint Plugin,HP Software,Image,,,,,,,,
HP SIAM Support Framework for .NET,HP Software,Image,,,,,,,,
HP Smart Document Scan Software,HP Software,Image,,,,,,,,
HP SoftPaq Download Manager,HP Software,Image,,,,,,,,
HP Software Framework,HP Software,Image,,,,,,,,
HP Software Setup,HP Software,Image,,,,,,,,
HP Solution Center 13.0,HP Software,Image,,,,,,,,
HP Support Assistant,HP Software,Image,,,,,,,,
HP Support Solutions Framework,HP Software,Image,,,,,,,,
HP Sure Click,HP Software,Image,,,,,,,,
HP Sure Connect,HP Software,Image,,,,,,,,
HP Sure Recover,HP Software,Image,,,,,,,,
HP Sure Run,HP Software,Image,,,,,,,,
HP System Default Settings,HP Software,Image,,,,,,,,
HP ThinPro PC Converter Deployment Tool,HP Software,Image,,,,,,,,
HP ThinUpdate,HP Software,Image,,,,,,,,
HP Thunderbolt Dock G2 Firmware Installer,HP Software,Image,,,,,,,,
HP Unified Functional Testing,HP Software,Image,,,,,,,,
HP Unified IO,HP Software,Image,,,,,,,,
HP Universal Camera Driver,HP Software,Image,,,,,,,,
HP Update,HP Software,Image,,,,,,,,
HP USB Audio,HP Software,Image,,,,,,,,
HP USB-C Dock Audio Headset,HP Software,Image,,,,,,,,
HP USB-C Dock G5 Firmware Installer,HP Software,Image,,,,,,,,
HP USB-C Mini Dock version 0.2.8.0518,HP Software,Image,,,,,,,,
HP USB-C Universal Dock,HP Software,Image,,,,,,,,
HP USB-C&A Universal Dock G2 Firmware Installer,HP Software,Image,,,,,,,,
HP Velocity,HP Software,Image,,,,,,,,
HP Web Registration,HP Software,Image,,,,,,,,
HP Wireless Button Driver,HP Software,Image,,,,,,,,
HP Wolf Security,HP Software,Image,,,,,,,,
HP Wolf Security - Console,HP Software,Image,,,,,,,,
HP Wolf Security Application Support for Chrome 116.0.5845.228,HP Software,Image,,,,,,,,
HP Wolf Security Application Support for Chrome 118.0.5993.159,HP Software,Image,,,,,,,,
HP Wolf Security Application Support for Chrome 120.0.6099.218,HP Software,Image,,,,,,,,
HP Wolf Security Application Support for Sure Sense,HP Software,Image,,,,,,,,
HP Wolf Security Application Support for Windows,HP Software,Image,,,,,,,,
HP WorkWise Service,HP Software,Image,,,,,,,,
HP_Scanjet_N6350,HP Software,Image,,,,,,,,
hpbDSService,HP Software,Image,,,,,,,,
hpbM276DSService,HP Software,Image,,,,,,,,
HPCLJProMFPM477,HP Software,Image,,,,,,,,
HPDiagnosticCoreDll,HP Software,Image,,,,,,,,
HPDXP,HP Software,Image,,,,,,,,
HPE MyRoom,HP Software,Image,,,,,,,,
HPE Secured FTP,HP Software,Image,,,,,,,,
hpg3010,HP Software,Image,,,,,,,,
hpg3110,HP Software,Image,,,,,,,,
hpg5590,HP Software,Image,,,,,,,,
HPLaserJet400-M401_HelpLearnCenter_SI,HP Software,Image,,,,,,,,
HPLJDXPHelper,HP Software,Image,,,,,,,,
HPLJPRoM402M403ndne,HP Software,Image,,,,,,,,
HPLJUTCore,HP Software,Image,,,,,,,,
HPLJUTM401,HP Software,Image,,,,,,,,
HPLJUTM402_403_n_dn,HP Software,Image,,,,,,,,
HPPhotosmartEssential,HP Software,Image,,,,,,,,
hppLaserJetService,HP Software,Image,,,,,,,,
hppM1130M1210SeriesLaserJetService,HP Software,Image,,,,,,,,
hppM351_M451LaserJetService,HP Software,Image,,,,,,,,
hppM401LaserJetService,HP Software,Image,,,,,,,,
hppM402M403ndneLaserJetService,HP Software,Image,,,,,,,,
hppMSRedist,HP Software,Image,,,,,,,,
hppP1100P1560P1600SeriesLaserJetService,HP Software,Image,,,,,,,,
HPProductAssistant,HP Software,Image,,,,,,,,
hppusgM1005,HP Software,Image,,,,,,,,
hppusgM1130M1210Series,HP Software,Image,,,,,,,,
hppusgP1100P1560P1600Series,HP Software,Image,,,,,,,,
hppusgP1500,HP Software,Image,,,,,,,,
HPScanjet5590Corporate11,HP Software,Image,,,,,,,,
HPSmartDeviceAgentBase,HP Software,Image,,,,,,,,
HPSSupply,HP Software,Image,,,,,,,,
hpStatusAlerts,HP Software,Image,,,,,,,,
hpStatusAlertsM401,HP Software,Image,,,,,,,,
HPWorkWise64,HP Software,Image,,,,,,,,
HTTP Analyzer V7.6.4,HTTP Analyzer V7.6.4,Freeware,,,,,,,,
HTTPie 2023.1.2,HTTPie 2023.1.2,Freeware,,,,,,,,
HttpToUsbBridge,Brother Printer Software,Freeware,,,,,,,,
HttpWatch Basic 13.1.5,HttpWatch Basic,Freeware,,,,,,,,
HxD Hex Editor 2.3,HxD Hex Editor,Freeware,,,,,,,,
HxD Hex Editor 2.5,HxD Hex Editor,Freeware,,,,,,,,
Hyperion Intelligence Explorer,Hyperion Intelligence Explorer,Licensed,NO,,,,,,,
HyperPKI_ePass2003,HyperPKI_ePass2003,Freeware,,,,,,,,
HyperPKI_HYP2003,HyperPKI_HYP2003,Freeware,,,,,,,,
I.R.I.S OCR,HP Software,Image,,,,,,,,
I.R.I.S. OCR,HP Software,Image,,,,,,,,
i2 Merchandise Planner,i2 Merchandise Planner,Licensed,YES,,,,,,,
IBM Aspera Connect 3.11.2.63,IBM Aspera Connect,Freeware,,,,,,,,
